업태별,시도명,시군구명,성별,(전체)당월①,(전체)전월②,증감율(①/②),(전체)전년동월③,증감율(①/③),(개인)당월①,(개인)전월②,증감율(①/②),(개인)전년동월③,증감율(①/③),(법인)당월①,(법인)전월②,증감율(①/②),(법인)전년동월③,증감율(①/③)
부동산매매업,서울특별시,동대문구,남자,106,104,101.92%,95,111.58%,48,44,109.09%,35,137.14%,58,60,96.67%,60,96.67%
부동산매매업,서울특별시,동대문구,여자,49,47,104.26%,38,128.95%,29,27,107.41%,25,116.00%,20,20,100.00%,13,153.85%
부동산매매업,서울특별시,동대문구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,서울특별시,중랑구,남자,89,86,103.49%,76,117.11%,51,50,102.00%,42,121.43%,38,36,105.56%,34,111.76%
부동산매매업,서울특별시,중랑구,여자,43,42,102.38%,33,130.30%,34,34,100.00%,26,130.77%,9,8,112.50%,7,128.57%
부동산매매업,서울특별시,성북구,남자,95,93,102.15%,84,113.10%,51,51,100.00%,42,121.43%,44,42,104.76%,42,104.76%
부동산매매업,서울특별시,성북구,여자,60,58,103.45%,43,139.53%,41,41,100.00%,26,157.69%,19,17,111.76%,17,111.76%
부동산매매업,서울특별시,강북구,남자,64,65,98.46%,64,100.00%,41,42,97.62%,41,100.00%,23,23,100.00%,23,100.00%
부동산매매업,서울특별시,강북구,여자,38,37,102.70%,34,111.76%,30,28,107.14%,27,111.11%,8,9,88.89%,7,114.29%
부동산매매업,서울특별시,강북구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,서울특별시,도봉구,남자,66,63,104.76%,63,104.76%,42,39,107.69%,37,113.51%,24,24,100.00%,26,92.31%
부동산매매업,서울특별시,도봉구,여자,37,35,105.71%,35,105.71%,28,27,103.70%,26,107.69%,9,8,112.50%,9,100.00%
부동산매매업,서울특별시,노원구,남자,92,84,109.52%,84,109.52%,52,46,113.04%,46,113.04%,40,38,105.26%,38,105.26%
부동산매매업,서울특별시,노원구,여자,41,39,105.13%,26,157.69%,33,30,110.00%,19,173.68%,8,9,88.89%,7,114.29%
부동산매매업,서울특별시,은평구,남자,164,156,105.13%,133,123.31%,84,76,110.53%,65,129.23%,80,80,100.00%,68,117.65%
부동산매매업,서울특별시,은평구,여자,77,72,106.94%,52,148.08%,57,53,107.55%,35,162.86%,20,19,105.26%,17,117.65%
부동산매매업,서울특별시,서대문구,남자,104,98,106.12%,80,130.00%,47,43,109.30%,32,146.88%,57,55,103.64%,48,118.75%
부동산매매업,서울특별시,서대문구,여자,44,40,110.00%,32,137.50%,33,31,106.45%,19,173.68%,11,9,122.22%,13,84.62%
부동산매매업,서울특별시,서대문구,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
부동산매매업,서울특별시,마포구,남자,208,205,101.46%,193,107.77%,74,74,100.00%,68,108.82%,134,131,102.29%,125,107.20%
부동산매매업,서울특별시,마포구,여자,77,79,97.47%,65,118.46%,48,49,97.96%,38,126.32%,29,30,96.67%,27,107.41%
부동산매매업,서울특별시,마포구,미상,3,3,100.00%,3,100.00%,,,,,,3,3,100.00%,3,100.00%
부동산매매업,서울특별시,양천구,남자,102,101,100.99%,79,129.11%,51,51,100.00%,40,127.50%,51,50,102.00%,39,130.77%
부동산매매업,서울특별시,양천구,여자,59,61,96.72%,50,118.00%,35,37,94.59%,27,129.63%,24,24,100.00%,23,104.35%
부동산매매업,서울특별시,강서구,남자,235,235,100.00%,205,114.63%,104,102,101.96%,93,111.83%,131,133,98.50%,112,116.96%
부동산매매업,서울특별시,강서구,여자,94,90,104.44%,79,118.99%,63,59,106.78%,52,121.15%,31,31,100.00%,27,114.81%
부동산매매업,서울특별시,강서구,미상,3,3,100.00%,4,75.00%,*,*,100.00%,3,66.67%,*,*,100.00%,*,100.00%
부동산매매업,서울특별시,구로구,남자,177,173,102.31%,162,109.26%,42,41,102.44%,37,113.51%,135,132,102.27%,125,108.00%
부동산매매업,서울특별시,구로구,여자,67,65,103.08%,63,106.35%,38,36,105.56%,39,97.44%,29,29,100.00%,24,120.83%
부동산매매업,서울특별시,금천구,남자,148,138,107.25%,111,133.33%,28,27,103.70%,26,107.69%,120,111,108.11%,85,141.18%
부동산매매업,서울특별시,금천구,여자,51,43,118.60%,33,154.55%,21,21,100.00%,16,131.25%,30,22,136.36%,17,176.47%
부동산매매업,서울특별시,금천구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,서울특별시,영등포구,남자,346,343,100.87%,337,102.67%,82,80,102.50%,71,115.49%,264,263,100.38%,266,99.25%
부동산매매업,서울특별시,영등포구,여자,109,109,100.00%,105,103.81%,49,48,102.08%,44,111.36%,60,61,98.36%,61,98.36%
부동산매매업,서울특별시,영등포구,미상,21,20,105.00%,14,150.00%,3,3,100.00%,3,100.00%,18,17,105.88%,11,163.64%
부동산매매업,서울특별시,동작구,남자,107,109,98.17%,96,111.46%,39,42,92.86%,38,102.63%,68,67,101.49%,58,117.24%
부동산매매업,서울특별시,동작구,여자,54,53,101.89%,50,108.00%,28,28,100.00%,27,103.70%,26,25,104.00%,23,113.04%
부동산매매업,서울특별시,관악구,남자,171,165,103.64%,158,108.23%,101,98,103.06%,98,103.06%,70,67,104.48%,60,116.67%
부동산매매업,서울특별시,관악구,여자,67,67,100.00%,58,115.52%,54,54,100.00%,44,122.73%,13,13,100.00%,14,92.86%
부동산매매업,서울특별시,서초구,남자,768,770,99.74%,769,99.87%,99,101,98.02%,96,103.13%,669,669,100.00%,673,99.41%
부동산매매업,서울특별시,서초구,여자,210,203,103.45%,192,109.38%,55,54,101.85%,50,110.00%,155,149,104.03%,142,109.15%
부동산매매업,서울특별시,서초구,미상,3,3,100.00%,3,100.00%,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%
부동산매매업,서울특별시,강남구,남자,"1,544","1,528",101.05%,"1,441",107.15%,148,147,100.68%,129,114.73%,"1,396","1,381",101.09%,"1,312",106.40%
부동산매매업,서울특별시,강남구,여자,443,433,102.31%,384,115.36%,95,92,103.26%,79,120.25%,348,341,102.05%,305,114.10%
부동산매매업,서울특별시,강남구,미상,13,13,100.00%,13,100.00%,3,3,100.00%,3,100.00%,10,10,100.00%,10,100.00%
부동산매매업,서울특별시,송파구,남자,445,434,102.53%,366,121.58%,92,89,103.37%,78,117.95%,353,345,102.32%,288,122.57%
부동산매매업,서울특별시,송파구,여자,145,145,100.00%,123,117.89%,61,61,100.00%,47,129.79%,84,84,100.00%,76,110.53%
부동산매매업,서울특별시,송파구,미상,3,*,150.00%,4,75.00%,*,0,/0,0,/0,*,*,100.00%,4,50.00%
부동산매매업,서울특별시,강동구,남자,147,145,101.38%,139,105.76%,62,63,98.41%,54,114.81%,85,82,103.66%,85,100.00%
부동산매매업,서울특별시,강동구,여자,65,58,112.07%,56,116.07%,34,29,117.24%,29,117.24%,31,29,106.90%,27,114.81%
부동산매매업,인천광역시,중구,남자,215,212,101.42%,192,111.98%,135,135,100.00%,126,107.14%,80,77,103.90%,66,121.21%
부동산매매업,인천광역시,중구,여자,82,79,103.80%,66,124.24%,57,55,103.64%,50,114.00%,25,24,104.17%,16,156.25%
부동산매매업,인천광역시,중구,미상,6,6,100.00%,4,150.00%,5,5,100.00%,3,166.67%,*,*,100.00%,*,100.00%
부동산매매업,인천광역시,동구,남자,22,21,104.76%,21,104.76%,11,10,110.00%,11,100.00%,11,11,100.00%,10,110.00%
부동산매매업,인천광역시,동구,여자,12,12,100.00%,12,100.00%,11,11,100.00%,11,100.00%,*,*,100.00%,*,100.00%
부동산매매업,인천광역시,남구,남자,0,0,/0,167,0.00%,0,0,/0,111,0.00%,0,0,/0,56,0.00%
부동산매매업,인천광역시,남구,여자,0,0,/0,77,0.00%,0,0,/0,62,0.00%,0,0,/0,15,0.00%
부동산매매업,인천광역시,미추홀구,남자,163,163,100.00%,0,/0,106,106,100.00%,0,/0,57,57,100.00%,0,/0
부동산매매업,인천광역시,미추홀구,여자,82,84,97.62%,0,/0,62,63,98.41%,0,/0,20,21,95.24%,0,/0
부동산매매업,인천광역시,연수구,남자,258,252,102.38%,192,134.38%,57,54,105.56%,45,126.67%,201,198,101.52%,147,136.73%
부동산매매업,인천광역시,연수구,여자,81,73,110.96%,68,119.12%,29,25,116.00%,20,145.00%,52,48,108.33%,48,108.33%
부동산매매업,인천광역시,연수구,미상,*,*,100.00%,3,33.33%,0,0,/0,*,0.00%,*,*,100.00%,*,50.00%
부동산매매업,인천광역시,남동구,남자,248,244,101.64%,233,106.44%,143,141,101.42%,140,102.14%,105,103,101.94%,93,112.90%
부동산매매업,인천광역시,남동구,여자,104,98,106.12%,88,118.18%,77,75,102.67%,65,118.46%,27,23,117.39%,23,117.39%
부동산매매업,인천광역시,남동구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,인천광역시,부평구,남자,118,120,98.33%,120,98.33%,72,71,101.41%,71,101.41%,46,49,93.88%,49,93.88%
부동산매매업,인천광역시,부평구,여자,59,60,98.33%,61,96.72%,45,47,95.74%,47,95.74%,14,13,107.69%,14,100.00%
부동산매매업,인천광역시,계양구,남자,82,80,102.50%,76,107.89%,50,48,104.17%,44,113.64%,32,32,100.00%,32,100.00%
부동산매매업,인천광역시,계양구,여자,41,39,105.13%,38,107.89%,30,29,103.45%,27,111.11%,11,10,110.00%,11,100.00%
부동산매매업,인천광역시,서구,남자,333,329,101.22%,282,118.09%,160,158,101.27%,132,121.21%,173,171,101.17%,150,115.33%
부동산매매업,인천광역시,서구,여자,123,121,101.65%,106,116.04%,88,86,102.33%,83,106.02%,35,35,100.00%,23,152.17%
부동산매매업,인천광역시,서구,미상,*,*,100.00%,*,50.00%,*,*,100.00%,*,50.00%,,,,,
부동산매매업,인천광역시,강화군,남자,95,94,101.06%,83,114.46%,69,70,98.57%,58,118.97%,26,24,108.33%,25,104.00%
부동산매매업,인천광역시,강화군,여자,50,51,98.04%,43,116.28%,41,42,97.62%,36,113.89%,9,9,100.00%,7,128.57%
부동산매매업,인천광역시,강화군,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
부동산매매업,인천광역시,옹진군,남자,22,23,95.65%,23,95.65%,15,15,100.00%,15,100.00%,7,8,87.50%,8,87.50%
부동산매매업,인천광역시,옹진군,여자,15,15,100.00%,17,88.24%,12,12,100.00%,13,92.31%,3,3,100.00%,4,75.00%
부동산매매업,경기도,수원시 장안구,남자,71,67,105.97%,55,129.09%,44,40,110.00%,35,125.71%,27,27,100.00%,20,135.00%
부동산매매업,경기도,수원시 장안구,여자,23,23,100.00%,24,95.83%,15,15,100.00%,16,93.75%,8,8,100.00%,8,100.00%
부동산매매업,경기도,수원시 권선구,남자,123,119,103.36%,103,119.42%,74,71,104.23%,60,123.33%,49,48,102.08%,43,113.95%
부동산매매업,경기도,수원시 권선구,여자,57,55,103.64%,56,101.79%,45,44,102.27%,46,97.83%,12,11,109.09%,10,120.00%
부동산매매업,경기도,수원시 권선구,미상,0,0,/0,*,0.00%,0,0,/0,*,0.00%,,,,,
부동산매매업,경기도,수원시 팔달구,남자,142,144,98.61%,150,94.67%,65,68,95.59%,63,103.17%,77,76,101.32%,87,88.51%
부동산매매업,경기도,수원시 팔달구,여자,58,56,103.57%,52,111.54%,31,30,103.33%,29,106.90%,27,26,103.85%,23,117.39%
부동산매매업,경기도,수원시 팔달구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,수원시 영통구,남자,211,203,103.94%,185,114.05%,123,120,102.50%,117,105.13%,88,83,106.02%,68,129.41%
부동산매매업,경기도,수원시 영통구,여자,91,93,97.85%,92,98.91%,73,75,97.33%,76,96.05%,18,18,100.00%,16,112.50%
부동산매매업,경기도,성남시 수정구,남자,66,63,104.76%,56,117.86%,33,32,103.13%,30,110.00%,33,31,106.45%,26,126.92%
부동산매매업,경기도,성남시 수정구,여자,34,32,106.25%,26,130.77%,19,16,118.75%,13,146.15%,15,16,93.75%,13,115.38%
부동산매매업,경기도,성남시 수정구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,성남시 중원구,남자,81,77,105.19%,78,103.85%,42,39,107.69%,31,135.48%,39,38,102.63%,47,82.98%
부동산매매업,경기도,성남시 중원구,여자,35,32,109.38%,27,129.63%,20,19,105.26%,14,142.86%,15,13,115.38%,13,115.38%
부동산매매업,경기도,성남시 분당구,남자,348,342,101.75%,323,107.74%,87,86,101.16%,78,111.54%,261,256,101.95%,245,106.53%
부동산매매업,경기도,성남시 분당구,여자,143,141,101.42%,112,127.68%,68,67,101.49%,54,125.93%,75,74,101.35%,58,129.31%
부동산매매업,경기도,성남시 분당구,미상,3,3,100.00%,3,100.00%,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%
부동산매매업,경기도,의정부시,남자,183,180,101.67%,167,109.58%,118,118,100.00%,105,112.38%,65,62,104.84%,62,104.84%
부동산매매업,경기도,의정부시,여자,98,98,100.00%,74,132.43%,77,77,100.00%,51,150.98%,21,21,100.00%,23,91.30%
부동산매매업,경기도,의정부시,미상,*,*,100.00%,0,/0,*,*,100.00%,0,/0,,,,,
부동산매매업,경기도,안양시 만안구,남자,64,63,101.59%,65,98.46%,28,27,103.70%,28,100.00%,36,36,100.00%,37,97.30%
부동산매매업,경기도,안양시 만안구,여자,25,25,100.00%,25,100.00%,20,20,100.00%,18,111.11%,5,5,100.00%,7,71.43%
부동산매매업,경기도,안양시 동안구,남자,136,136,100.00%,125,108.80%,34,33,103.03%,31,109.68%,102,103,99.03%,94,108.51%
부동산매매업,경기도,안양시 동안구,여자,48,50,96.00%,39,123.08%,27,29,93.10%,21,128.57%,21,21,100.00%,18,116.67%
부동산매매업,경기도,안양시 동안구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,부천시,남자,286,276,103.62%,259,110.42%,151,142,106.34%,140,107.86%,135,134,100.75%,119,113.45%
부동산매매업,경기도,부천시,여자,118,115,102.61%,101,116.83%,76,76,100.00%,64,118.75%,42,39,107.69%,37,113.51%
부동산매매업,경기도,부천시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,광명시,남자,88,86,102.33%,72,122.22%,47,47,100.00%,42,111.90%,41,39,105.13%,30,136.67%
부동산매매업,경기도,광명시,여자,47,45,104.44%,27,174.07%,33,32,103.13%,19,173.68%,14,13,107.69%,8,175.00%
부동산매매업,경기도,평택시,남자,530,514,103.11%,446,118.83%,226,218,103.67%,190,118.95%,304,296,102.70%,256,118.75%
부동산매매업,경기도,평택시,여자,215,213,100.94%,205,104.88%,104,103,100.97%,101,102.97%,111,110,100.91%,104,106.73%
부동산매매업,경기도,평택시,미상,3,3,100.00%,*,150.00%,3,3,100.00%,*,150.00%,,,,,
부동산매매업,경기도,동두천시,남자,44,45,97.78%,41,107.32%,26,27,96.30%,25,104.00%,18,18,100.00%,16,112.50%
부동산매매업,경기도,동두천시,여자,19,19,100.00%,15,126.67%,11,11,100.00%,12,91.67%,8,8,100.00%,3,266.67%
부동산매매업,경기도,안산시 상록구,남자,118,116,101.72%,117,100.85%,39,37,105.41%,44,88.64%,79,79,100.00%,73,108.22%
부동산매매업,경기도,안산시 상록구,여자,58,60,96.67%,50,116.00%,33,34,97.06%,29,113.79%,25,26,96.15%,21,119.05%
부동산매매업,경기도,안산시 단원구,남자,230,225,102.22%,204,112.75%,77,77,100.00%,74,104.05%,153,148,103.38%,130,117.69%
부동산매매업,경기도,안산시 단원구,여자,96,94,102.13%,82,117.07%,43,41,104.88%,38,113.16%,53,53,100.00%,44,120.45%
부동산매매업,경기도,안산시 단원구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,고양시 덕양구,남자,144,148,97.30%,140,102.86%,89,95,93.68%,87,102.30%,55,53,103.77%,53,103.77%
부동산매매업,경기도,고양시 덕양구,여자,76,72,105.56%,66,115.15%,51,48,106.25%,43,118.60%,25,24,104.17%,23,108.70%
부동산매매업,경기도,고양시 일산동구,남자,194,191,101.57%,189,102.65%,96,95,101.05%,94,102.13%,98,96,102.08%,95,103.16%
부동산매매업,경기도,고양시 일산동구,여자,94,95,98.95%,79,118.99%,69,69,100.00%,51,135.29%,25,26,96.15%,28,89.29%
부동산매매업,경기도,고양시 일산동구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%
부동산매매업,경기도,고양시 일산서구,남자,94,96,97.92%,90,104.44%,53,55,96.36%,48,110.42%,41,41,100.00%,42,97.62%
부동산매매업,경기도,고양시 일산서구,여자,63,62,101.61%,47,134.04%,48,48,100.00%,36,133.33%,15,14,107.14%,11,136.36%
부동산매매업,경기도,과천시,남자,27,28,96.43%,31,87.10%,10,11,90.91%,14,71.43%,17,17,100.00%,17,100.00%
부동산매매업,경기도,과천시,여자,8,8,100.00%,10,80.00%,4,4,100.00%,5,80.00%,4,4,100.00%,5,80.00%
부동산매매업,경기도,과천시,미상,*,*,100.00%,*,200.00%,*,*,100.00%,*,200.00%,,,,,
부동산매매업,경기도,구리시,남자,68,66,103.03%,60,113.33%,44,43,102.33%,34,129.41%,24,23,104.35%,26,92.31%
부동산매매업,경기도,구리시,여자,32,34,94.12%,24,133.33%,22,24,91.67%,18,122.22%,10,10,100.00%,6,166.67%
부동산매매업,경기도,남양주시,남자,441,439,100.46%,386,114.25%,239,240,99.58%,220,108.64%,202,199,101.51%,166,121.69%
부동산매매업,경기도,남양주시,여자,211,207,101.93%,166,127.11%,140,136,102.94%,108,129.63%,71,71,100.00%,58,122.41%
부동산매매업,경기도,남양주시,미상,4,4,100.00%,3,133.33%,4,4,100.00%,3,133.33%,,,,,
부동산매매업,경기도,오산시,남자,170,168,101.19%,157,108.28%,104,103,100.97%,101,102.97%,66,65,101.54%,56,117.86%
부동산매매업,경기도,오산시,여자,86,84,102.38%,79,108.86%,61,60,101.67%,62,98.39%,25,24,104.17%,17,147.06%
부동산매매업,경기도,오산시,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,시흥시,남자,206,200,103.00%,198,104.04%,147,143,102.80%,144,102.08%,59,57,103.51%,54,109.26%
부동산매매업,경기도,시흥시,여자,83,79,105.06%,77,107.79%,75,73,102.74%,69,108.70%,8,6,133.33%,8,100.00%
부동산매매업,경기도,시흥시,미상,0,0,/0,*,0.00%,0,0,/0,*,0.00%,,,,,
부동산매매업,경기도,군포시,남자,82,78,105.13%,75,109.33%,46,43,106.98%,41,112.20%,36,35,102.86%,34,105.88%
부동산매매업,경기도,군포시,여자,33,33,100.00%,25,132.00%,20,20,100.00%,15,133.33%,13,13,100.00%,10,130.00%
부동산매매업,경기도,의왕시,남자,64,62,103.23%,55,116.36%,28,26,107.69%,25,112.00%,36,36,100.00%,30,120.00%
부동산매매업,경기도,의왕시,여자,24,23,104.35%,21,114.29%,14,14,100.00%,14,100.00%,10,9,111.11%,7,142.86%
부동산매매업,경기도,하남시,남자,79,79,100.00%,63,125.40%,43,44,97.73%,26,165.38%,36,35,102.86%,37,97.30%
부동산매매업,경기도,하남시,여자,29,29,100.00%,25,116.00%,20,20,100.00%,19,105.26%,9,9,100.00%,6,150.00%
부동산매매업,경기도,하남시,미상,*,*,100.00%,3,66.67%,*,*,100.00%,3,66.67%,,,,,
부동산매매업,경기도,용인시 처인구,남자,280,273,102.56%,243,115.23%,136,131,103.82%,118,115.25%,144,142,101.41%,125,115.20%
부동산매매업,경기도,용인시 처인구,여자,112,109,102.75%,82,136.59%,80,77,103.90%,56,142.86%,32,32,100.00%,26,123.08%
부동산매매업,경기도,용인시 처인구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,용인시 기흥구,남자,562,539,104.27%,454,123.79%,151,151,100.00%,152,99.34%,411,388,105.93%,302,136.09%
부동산매매업,경기도,용인시 기흥구,여자,276,259,106.56%,175,157.71%,80,81,98.77%,78,102.56%,196,178,110.11%,97,202.06%
부동산매매업,경기도,용인시 기흥구,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
부동산매매업,경기도,용인시 수지구,남자,362,358,101.12%,308,117.53%,88,89,98.88%,75,117.33%,274,269,101.86%,233,117.60%
부동산매매업,경기도,용인시 수지구,여자,129,124,104.03%,97,132.99%,33,31,106.45%,27,122.22%,96,93,103.23%,70,137.14%
부동산매매업,경기도,용인시 수지구,미상,*,*,100.00%,*,100.00%,*,*,100.00%,*,100.00%,,,,,
부동산매매업,경기도,파주시,남자,466,460,101.30%,371,125.61%,195,194,100.52%,176,110.80%,271,266,101.88%,195,138.97%
부동산매매업,경기도,파주시,여자,204,198,103.03%,147,138.78%,111,110,100.91%,87,127.59%,93,88,105.68%,60,155.00%
부동산매매업,경기도,파주시,미상,*,*,100.00%,*,200.00%,*,*,100.00%,*,200.00%,,,,,
부동산매매업,경기도,이천시,남자,129,125,103.20%,104,124.04%,73,73,100.00%,61,119.67%,56,52,107.69%,43,130.23%
부동산매매업,경기도,이천시,여자,49,48,102.08%,39,125.64%,29,28,103.57%,24,120.83%,20,20,100.00%,15,133.33%
부동산매매업,경기도,이천시,미상,*,*,100.00%,0,/0,,,,,,*,*,100.00%,0,/0
부동산매매업,경기도,안성시,남자,124,123,100.81%,106,116.98%,67,67,100.00%,58,115.52%,57,56,101.79%,48,118.75%
부동산매매업,경기도,안성시,여자,50,47,106.38%,48,104.17%,39,37,105.41%,38,102.63%,11,10,110.00%,10,110.00%
